,text,polarity
2122,We got in line and were served while in line a bannan fritter.,neutral
2123,For two people with tip was less than $25 bucks.,positive
2124,The food was mediocre at best but it was the horrible service that made me vow never to go back.,neutral
2125,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",negative
2126,There are other people waiting!,neutral
2127,We weren't even at our table for more than an hour total.,neutral
2128,"As we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.",neutral
2129,Our friends have not arrived yet.,neutral
2130,While the food was good (certainly no Il Mulino) the service was horrendous.,negative
2131,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled.",negative
2132,"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",negative
2133,I got an excellent piece of cheesecake and we had several other nice pastries.,positive
2134,"While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.",negative
2135,"I would recommend Roxy's for that, but not for their food.",positive
2136,My son and his girlfriend both wanted cheeseburgers and they were huge!,positive
2137,"While this can hardly be called a restaurant, it is possibly the best deal in Manhatten: $4 for a plate heaped with rice and 2-3 entrees.",negative
2138,"While this is a pretty place in that overly cute French way, the food was insultingly horrible.",negative
2139,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",negative
2140,"While we thoroughly enjoyed the food, it was annoying to scream across the table for conversation.",negative
2141,I had a huge pastrami sandwich on a roll.,positive
2142,"my wife and i have been going to nyc for years and wouldn't miss roxy,s food is expensive but it's new york!",neutral
2143,get over it!,neutral
2144,"great food, lt's of it, more then one person can eat!",positive
2145,Why do people rave about the ambience.,negative
2146,Why make a reservation if you aren't going to keep it?,negative
2147,"I have never eaten in the restaurant, however, upon reading the reviews I got take out last week.",neutral
2148,Will never be back.,negative
2149,Will not be back.,negative
2150,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",negative
2151,"No, really.",neutral
2152,I have eaten a lot of pizza here.,neutral
2153,"La Rosa waltzes in, and I think they are doing it the best.",positive
2154,"Interesting selection, good wines, service fine, fun decor.",positive
2155,The pizza was really good.,positive
2156,And affordable.,positive
2157,"A great addition to Smith Street: finally, a place that's not pretentious and filled with women wearing Ugg boots.",positive
2158,Leave the kids at home!,neutral
2159,(La Rosa is connected by a swinging door to the Mexican restaurant Pacifico).,neutral
2160,Another welcome addition to the neighborhood.,positive
2161,"If we were to move from the upper east side, we would genuinely miss this restaurant.",positive
2162,We've lived in the area for more than 8 years.,neutral
2163,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,positive
2164,I would highly recommend it.,positive
2165,It's one of our favorite places to eat in NY.,positive
2166,wont come back again for sure!,negative
2167,Such nice people working here - but I have to review the food.,neutral
2168,Such nice people working here - but I have to review the food.,positive
2169,"Worse of all, $60 was erroneously added to our $80 bill.",negative
2170,"If I could rate the people this place would be off the charts - unfortunately - the pizza, sorry - not the best in NYC.",positive
2171,"Again, if you are in this neighborhood - by all means, come here.",positive
2172,would have rather tried terrace in the sky or water club for that price,negative
2173,It's just O.K. pizza.,neutral
2174,So sorry I can't rate this better.,neutral
2175,This place has many different styles of pizza and they are all amazing.,positive
2176,"When you enter, you feel like you have entered your mom's kitchen.",positive
2177,"The service was superb, they treat you like family.",positive
2178,I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,positive
2179,We would like to thank Marcelo and Grace for a wonderful dining experience!!!,positive
2180,"We were on our way back to NJ, and since I am in NY, we figured why not grab some food?",neutral
2181,"We parked on the block of Nina's the place looked nice, with people obviously enjoying their pizzas.",positive
